pep35	pep661	80.000	20	4	0	1	20	1	20	5.17e-09	37.4
pep35	pep826	75.000	20	5	0	1	20	1	20	8.27e-09	36.6
pep35	pep825	75.000	20	5	0	1	20	1	20	1.23e-08	36.2
pep35	pep858	75.000	20	5	0	1	20	1	20	1.25e-08	36.2
pep35	pep823	70.000	20	6	0	1	20	1	20	4.77e-08	34.7
pep35	pep1358	73.684	19	5	0	1	19	2	20	1.50e-07	33.5
pep35	pep1360	75.000	12	3	0	3	14	4	15	3.52e-04	25.0
pep35	pep288	72.727	11	3	0	1	11	9	19	6.82e-04	24.3
pep35	pep862	40.000	20	12	0	1	20	1	20	0.034	19.6
pep35	pep861	35.000	20	13	0	1	20	1	20	0.072	18.9
pep35	pep837	35.000	20	13	0	1	20	1	20	0.089	18.9
pep35	pep836	35.000	20	13	0	1	20	1	20	0.12	18.5
pep35	pep1080	31.579	19	13	0	1	19	2	20	0.47	16.9
pep35	pep70	50.000	12	6	0	5	16	3	14	0.53	16.5
pep35	pep1359	66.667	6	2	0	3	8	4	9	1.3	15.4
pep35	pep714	66.667	6	2	0	5	10	2	7	6.0	14.6
pep35	pep69	66.667	6	2	0	5	10	3	8	6.2	14.6
pep36	pep37	100.000	20	0	0	1	20	1	20	8.57e-10	39.3
pep36	pep36	100.000	20	0	0	1	20	1	20	1.09e-09	38.9
pep36	pep621	100.000	10	0	0	1	10	11	20	0.017	20.4
pep37	pep37	100.000	21	0	0	1	21	1	21	9.73e-11	41.6
pep37	pep36	100.000	20	0	0	1	20	1	20	9.00e-10	39.3
pep37	pep621	100.000	10	0	0	1	10	11	20	0.016	20.8
pep38	pep38	100.000	15	0	0	1	15	1	15	1.69e-06	30.4
pep39	pep39	100.000	30	0	0	1	30	1	30	5.57e-18	60.5
pep40	pep40	100.000	20	0	0	1	20	1	20	1.79e-10	40.8
pep40	pep191	54.545	11	5	0	7	17	2	12	5.9	14.6
pep40	pep799	54.545	11	5	0	7	17	22	32	6.7	14.6
pep40	pep800	54.545	11	5	0	7	17	22	32	7.9	14.2
pep41	pep41	100.000	7	0	0	1	7	1	7	0.063	18.5
pep42	pep42	100.000	6	0	0	1	6	1	6	1.9	14.6
pep43	pep43	100.000	15	0	0	1	15	1	15	4.07e-07	32.0
pep44	pep1055	100.000	15	0	0	1	15	2	16	1.20e-06	30.8
pep44	pep44	100.000	15	0	0	1	15	1	15	1.28e-06	30.8
pep44	pep1155	60.000	15	6	0	1	15	2	16	0.012	20.8
pep44	pep1056	80.000	15	2	1	1	14	2	16	0.015	20.4
pep44	pep1386	46.667	15	8	0	1	15	2	16	0.063	18.9
pep44	pep45	64.286	14	5	0	1	14	1	14	0.11	18.1
pep44	pep1112	53.846	13	6	0	1	13	4	16	0.18	17.7
pep44	pep1214	42.857	14	8	0	2	15	3	16	0.22	17.3
pep44	pep1272	46.154	13	7	0	3	15	4	16	0.23	17.3
pep44	pep1273	38.462	13	8	0	3	15	4	16	0.28	16.9
pep44	pep1405	50.000	12	6	0	3	14	5	16	0.28	16.9
pep44	pep1330	42.857	14	8	0	2	15	3	16	0.30	16.9
pep44	pep1206	50.000	8	4	0	7	14	10	17	1.8	15.0
pep45	pep45	100.000	14	0	0	1	14	1	14	6.55e-06	28.9
pep45	pep1056	93.333	15	0	1	1	14	2	16	3.82e-04	24.3
pep45	pep1346	50.000	14	7	0	1	14	2	15	0.039	19.2
pep45	pep1275	61.538	13	5	0	2	14	5	17	0.049	18.9
pep45	pep1422	57.143	14	6	0	1	14	4	17	0.057	18.9
pep45	pep943	63.636	11	4	0	3	13	16	26	0.066	18.9
pep45	pep1405	57.143	14	6	0	1	14	3	16	0.079	18.5
pep45	pep1055	64.286	14	5	0	1	14	2	15	0.10	18.1
pep45	pep44	64.286	14	5	0	1	14	1	14	0.10	18.1
pep45	pep1273	58.333	12	5	0	3	14	4	15	0.18	17.3
pep45	pep1387	50.000	14	7	0	1	14	3	16	0.19	17.3
pep45	pep1462	46.154	13	7	0	2	14	3	15	0.21	17.3
pep45	pep1214	53.846	13	6	0	2	14	3	15	0.29	16.9
pep45	pep1155	50.000	14	7	0	1	14	2	15	0.42	16.5
pep45	pep1069	53.846	13	6	0	2	14	4	16	0.59	15.8
pep45	pep508	53.846	13	6	0	2	14	3	15	0.61	15.8
pep45	pep951	66.667	9	3	0	2	10	8	16	0.64	15.8
pep45	pep852	55.556	9	4	0	6	14	11	19	0.92	15.8
pep45	pep1386	42.857	14	8	0	1	14	2	15	1.3	15.4
pep46	pep46	100.000	15	0	0	1	15	1	15	6.36e-07	31.6
pep47	pep47	100.000	9	0	0	1	9	1	9	0.021	19.6
pep48	pep48	100.000	20	0	0	1	20	1	20	7.36e-12	44.3
pep48	pep402	50.000	12	6	0	6	17	1	12	0.32	17.3
pep49	pep49	100.000	20	0	0	1	20	1	20	1.07e-09	38.9
pep49	pep529	55.556	9	4	0	8	16	355	363	2.4	15.4
pep49	pep528	55.556	9	4	0	8	16	355	363	2.4	15.4
pep49	pep567	55.556	9	4	0	8	16	24	32	2.4	15.4
pep50	pep50	100.000	20	0	0	1	20	1	20	1.01e-10	41.6
pep50	pep436	54.545	11	5	0	8	18	9	19	2.6	15.0
pep50	pep579	83.333	6	1	0	11	16	8	13	5.8	14.6
pep50	pep83	71.429	7	2	0	12	18	7	13	10.0	14.2
pep51	pep51	100.000	15	0	0	1	15	1	15	2.73e-05	27.3
pep52	pep836	100.000	9	0	0	1	9	4	12	0.007	20.8
pep52	pep1080	100.000	9	0	0	1	9	5	13	0.007	20.8
pep52	pep861	100.000	9	0	0	1	9	4	12	0.008	20.8
pep52	pep860	100.000	9	0	0	1	9	4	12	0.010	20.4
pep52	pep52	100.000	9	0	0	1	9	1	9	0.013	20.4
pep52	pep862	88.889	9	1	0	1	9	4	12	0.020	19.6
pep52	pep837	88.889	9	1	0	1	9	4	12	0.025	19.2
pep52	pep516	100.000	8	0	0	2	9	1	8	0.039	18.9
pep52	pep934	62.500	8	3	0	2	9	7	14	5.3	13.9
pep52	pep555	62.500	8	3	0	2	9	1	8	5.8	13.9
pep53	pep54	100.000	8	0	0	1	8	1	8	0.17	16.9
pep53	pep53	100.000	8	0	0	1	8	1	8	0.18	16.9
pep53	pep524	100.000	7	0	0	2	8	1	7	0.40	15.8
pep53	pep523	100.000	7	0	0	2	8	1	7	0.44	15.8
pep54	pep54	100.000	10	0	0	1	10	1	10	0.007	21.2
pep54	pep524	100.000	9	0	0	2	10	1	9	0.019	20.0
pep54	pep523	100.000	8	0	0	2	9	1	8	0.14	17.7
pep54	pep53	100.000	8	0	0	1	8	1	8	0.21	16.9
pep55	pep55	100.000	19	0	0	1	19	1	19	7.07e-09	36.6
pep55	pep62	90.000	10	1	0	3	12	10	19	0.018	20.4
pep55	pep436	72.727	11	3	0	9	19	1	11	0.13	18.1
pep56	pep56	100.000	13	0	0	1	13	1	13	2.59e-04	25.0
pep56	pep633	88.889	9	1	0	2	10	12	20	0.25	16.9
pep57	pep57	100.000	17	0	0	1	17	1	17	2.71e-07	32.7
pep57	pep460	71.429	7	2	0	11	17	12	18	0.84	16.2
pep58	pep58	100.000	12	0	0	1	12	1	12	0.003	21.9
pep59	pep59	100.000	12	0	0	1	12	1	12	9.41e-05	25.8
pep59	pep625	80.000	10	2	0	2	11	1	10	0.008	20.8
pep60	pep60	100.000	35	0	0	1	35	1	35	1.06e-17	60.1
pep61	pep61	100.000	20	0	0	1	20	1	20	9.88e-10	38.9
pep61	pep625	77.778	9	2	0	2	10	6	14	0.34	17.3
pep61	pep1376	41.667	12	7	0	1	12	3	14	3.0	15.0
pep61	pep1040	62.500	8	3	0	4	11	13	20	5.2	14.6
pep62	pep62	100.000	19	0	0	1	19	1	19	1.48e-07	33.5
pep62	pep55	91.667	12	1	0	8	19	1	12	0.002	22.7
pep63	pep63	100.000	33	0	0	1	33	1	33	4.63e-20	65.9
pep63	pep472	40.000	15	9	0	12	26	3	17	3.7	15.4
pep64	pep64	100.000	20	0	0	1	20	1	20	3.13e-10	40.4
pep64	pep633	61.111	18	6	1	2	19	1	17	0.019	20.4
pep64	pep898	87.500	8	1	0	3	10	36	43	0.067	19.2
pep64	pep625	58.333	12	5	0	3	14	4	15	0.18	17.7
pep64	pep528	66.667	6	2	0	6	11	98	103	6.0	14.6
pep64	pep567	44.444	9	5	0	11	19	32	40	8.2	14.2
pep65	pep65	100.000	22	0	0	1	22	1	22	4.02e-12	45.1
pep66	pep66	100.000	12	0	0	1	12	1	12	7.75e-05	26.2
pep67	pep67	100.000	6	0	0	1	6	1	6	0.70	15.4
pep68	pep68	100.000	13	0	0	1	13	1	13	5.27e-05	26.6
pep68	pep711	100.000	10	0	0	2	11	1	10	0.004	21.9
pep69	pep70	100.000	9	0	0	1	9	1	9	0.009	20.4
pep69	pep69	100.000	9	0	0	1	9	1	9	0.010	20.4
pep69	pep714	100.000	8	0	0	2	9	1	8	0.028	19.2
pep69	pep1357	100.000	6	0	0	1	6	4	9	0.41	15.8
pep69	pep1358	71.429	7	2	0	2	8	5	11	0.47	15.8
pep69	pep822	83.333	6	1	0	3	8	5	10	0.69	15.4
pep69	pep1360	83.333	6	1	0	3	8	6	11	0.69	15.4
pep69	pep825	83.333	6	1	0	3	8	5	10	0.71	15.4
pep69	pep823	83.333	6	1	0	3	8	5	10	0.74	15.4
pep69	pep824	83.333	6	1	0	3	8	5	10	0.75	15.4
pep69	pep826	83.333	6	1	0	3	8	5	10	0.79	15.4
pep69	pep1079	83.333	6	1	0	3	8	6	11	0.80	15.4
pep69	pep858	83.333	6	1	0	3	8	5	10	0.80	15.4
pep69	pep288	83.333	6	1	0	3	8	13	18	0.82	15.4
pep69	pep661	83.333	6	1	0	3	8	5	10	1.0	15.0
pep69	pep35	66.667	6	2	0	3	8	5	10	2.8	14.6
pep70	pep70	100.000	14	0	0	1	14	1	14	5.16e-06	29.3
pep70	pep714	100.000	9	0	0	2	10	1	9	0.011	20.8
pep70	pep69	100.000	9	0	0	1	9	1	9	0.014	20.4
pep70	pep1358	53.846	13	6	0	2	14	5	17	0.024	19.6
pep70	pep858	58.333	12	5	0	3	14	5	16	0.11	18.1
pep70	pep825	58.333	12	5	0	3	14	5	16	0.13	17.7
pep70	pep1079	58.333	12	5	0	3	14	6	17	0.13	17.7
pep70	pep824	58.333	12	5	0	3	14	5	16	0.13	17.7
pep70	pep661	58.333	12	5	0	3	14	5	16	0.16	17.7
pep70	pep822	58.333	12	5	0	3	14	5	16	0.18	17.3
pep70	pep826	58.333	12	5	0	3	14	5	16	0.32	16.9
pep70	pep35	50.000	12	6	0	3	14	5	16	0.37	16.5
pep70	pep1360	60.000	10	4	0	3	12	6	15	0.41	16.5
pep70	pep823	60.000	10	4	0	3	12	5	14	0.42	16.5
pep70	pep1357	100.000	6	0	0	1	6	4	9	0.57	16.2
pep70	pep288	83.333	6	1	0	3	8	13	18	1.0	15.4
pep71	pep71	100.000	14	0	0	1	14	1	14	4.60e-05	26.9
pep71	pep507	100.000	9	0	0	5	13	1	9	0.050	18.9
pep71	pep506	80.000	10	2	0	5	14	1	10	0.090	18.1
pep71	pep164	70.000	10	3	0	5	14	21	30	0.095	18.5
pep72	pep72	100.000	20	0	0	1	20	1	20	3.34e-11	42.7
pep73	pep73	100.000	25	0	0	1	25	1	25	1.61e-14	51.2
pep73	pep906	100.000	6	0	0	19	24	1	6	0.68	16.5
pep73	pep905	100.000	6	0	0	19	24	1	6	0.83	16.5
pep73	pep567	50.000	10	5	0	5	14	22	31	3.4	15.4
pep73	pep528	50.000	10	5	0	5	14	353	362	3.4	15.4
pep73	pep529	50.000	10	5	0	5	14	353	362	3.4	15.4
pep74	pep74	100.000	7	0	0	1	7	1	7	0.11	17.7
pep74	pep780	100.000	6	0	0	2	7	1	6	0.28	16.2
pep75	pep75	100.000	7	0	0	1	7	1	7	0.35	15.8
pep75	pep794	100.000	6	0	0	2	7	1	6	2.0	14.6
pep75	pep7	100.000	6	0	0	1	6	2	7	8.3	13.9
pep76	pep76	100.000	16	0	0	1	16	1	16	7.07e-07	31.6
pep77	pep77	100.000	20	0	0	1	20	1	20	2.35e-10	40.4
pep77	pep627	50.000	14	7	0	2	15	23	36	0.34	17.3
pep78	pep78	100.000	20	0	0	1	20	1	20	1.93e-11	43.1
pep79	pep79	100.000	20	0	0	1	20	1	20	9.47e-11	41.6
pep79	pep172	56.250	16	7	0	4	19	1	16	0.004	21.9
pep79	pep84	46.154	13	7	0	3	15	18	30	1.9	15.4
pep80	pep80	100.000	14	0	0	1	14	1	14	5.21e-06	29.3
pep80	pep405	40.000	10	6	0	3	12	4	13	5.2	14.2
pep81	pep81	100.000	20	0	0	1	20	1	20	2.04e-10	40.8
pep81	pep1394	46.667	15	8	0	1	15	6	20	2.8	15.4
pep81	pep695	42.857	7	4	0	4	10	1	7	7.7	14.2
pep82	pep82	100.000	20	0	0	1	20	1	20	4.25e-10	40.0
pep83	pep83	100.000	19	0	0	1	19	1	19	1.09e-08	36.2
pep83	pep579	47.059	17	9	0	1	17	3	19	0.23	17.7
pep83	pep1046	61.538	13	5	0	6	18	1	13	0.33	17.3
pep83	pep436	61.538	13	5	0	1	13	7	19	0.63	16.5
pep83	pep50	71.429	7	2	0	7	13	12	18	9.5	14.2
pep84	pep84	100.000	35	0	0	1	35	1	35	2.47e-20	66.6
pep84	pep1093	56.250	16	6	1	13	28	22	36	3.2	15.8
pep84	pep79	46.154	13	7	0	18	30	3	15	3.3	15.4
pep85	pep85	100.000	6	0	0	1	6	1	6	2.3	14.6
pep86	pep86	100.000	25	0	0	1	25	1	25	1.20e-13	49.3
pep86	pep264	80.000	25	5	0	1	25	1	25	9.72e-11	42.0
pep86	pep263	80.000	25	5	0	1	25	1	25	1.02e-10	41.6
pep86	pep144	100.000	12	0	0	1	12	13	24	8.93e-04	24.3
pep86	pep0	84.615	13	2	0	1	13	3	15	0.002	23.5
pep86	pep839	75.000	12	3	0	14	25	1	12	0.006	21.9
pep86	pep143	83.333	12	2	0	1	12	13	24	0.018	20.8
pep86	pep1038	38.462	13	8	0	6	18	4	16	2.1	15.4
pep87	pep87	100.000	17	0	0	1	17	1	17	5.24e-09	37.0
pep88	pep88	100.000	15	0	0	1	15	1	15	6.72e-07	31.6
pep88	pep216	62.500	8	3	0	7	14	3	10	0.50	16.5
pep88	pep434	41.667	12	7	0	3	14	11	22	1.0	15.8
pep88	pep208	85.714	7	1	0	2	8	11	17	6.3	14.2
pep89	pep89	100.000	8	0	0	1	8	1	8	0.14	17.3
pep90	pep90	100.000	15	0	0	1	15	1	15	1.07e-06	31.2
pep90	pep406	54.545	11	5	0	5	15	3	13	0.27	16.9
pep91	pep91	100.000	8	0	0	1	8	1	8	0.31	16.2
pep91	pep948	100.000	7	0	0	2	8	1	7	1.2	15.0
pep92	pep92	100.000	20	0	0	1	20	1	20	6.36e-09	37.0
pep92	pep179	100.000	10	0	0	1	10	11	20	0.037	19.6
pep93	pep93	100.000	22	0	0	1	22	1	22	9.17e-11	41.6
pep94	pep95	100.000	8	0	0	1	8	1	8	0.16	16.9
pep94	pep94	100.000	8	0	0	1	8	1	8	0.16	16.9
pep94	pep981	100.000	7	0	0	2	8	1	7	0.42	15.8
pep94	pep9	100.000	7	0	0	1	7	2	8	0.57	15.4
pep95	pep95	100.000	14	0	0	1	14	1	14	7.46e-06	28.9
pep95	pep981	100.000	8	0	0	2	9	1	8	0.072	18.5
pep95	pep94	100.000	8	0	0	1	8	1	8	0.28	16.9
pep95	pep9	100.000	7	0	0	1	7	2	8	1.1	15.4
pep96	pep96	100.000	20	0	0	1	20	1	20	7.55e-08	34.3
pep96	pep657	64.286	14	5	0	6	19	32	45	0.38	17.3
pep96	pep657	50.000	14	7	0	6	19	14	27	2.4	15.4
pep96	pep520	66.667	9	3	0	6	14	11	19	4.3	14.6
pep97	pep97	100.000	17	0	0	1	17	1	17	8.39e-09	36.6
pep98	pep98	100.000	20	0	0	1	20	1	20	2.57e-11	43.1
pep98	pep1102	55.556	9	4	0	4	12	7	15	7.6	14.2
pep99	pep100	100.000	21	0	0	1	21	1	21	1.37e-11	43.9
pep99	pep99	100.000	21	0	0	1	21	1	21	2.29e-11	43.1
pep99	pep115	80.952	21	4	0	1	21	1	21	8.40e-09	36.6
pep99	pep102	85.714	21	3	0	1	21	1	21	8.49e-09	36.6
pep99	pep945	80.952	21	4	0	1	21	1	21	1.87e-07	33.5
pep99	pep336	83.333	18	3	0	4	21	1	18	5.94e-07	32.0
pep99	pep584	63.636	22	7	1	1	21	1	22	4.01e-04	25.0
pep99	pep1038	44.444	9	5	0	11	19	14	22	6.0	14.6
pep99	pep342	44.444	9	5	0	11	19	2	10	9.5	14.2
pep100	pep100	100.000	30	0	0	1	30	1	30	3.24e-19	63.5
pep100	pep115	86.667	30	4	0	1	30	1	30	1.64e-16	56.6
pep100	pep102	90.000	30	3	0	1	30	1	30	1.76e-16	56.6
pep100	pep945	86.667	30	4	0	1	30	1	30	3.06e-15	53.5
pep100	pep99	100.000	21	0	0	1	21	1	21	1.96e-11	43.9
pep100	pep336	85.000	20	3	0	4	23	1	20	2.22e-08	36.2
pep100	pep584	59.259	27	10	1	1	26	1	27	3.17e-05	28.1
pep100	pep136	45.455	11	6	0	13	23	14	24	2.3	15.8
pep101	pep101	100.000	10	0	0	1	10	1	10	0.001	23.1
pep101	pep1087	77.778	9	2	0	2	10	1	9	0.015	20.0
pep102	pep102	100.000	30	0	0	1	30	1	30	7.38e-19	62.8
pep102	pep100	90.000	30	3	0	1	30	1	30	1.76e-16	56.6
pep102	pep945	83.333	30	5	0	1	30	1	30	6.24e-15	52.8
pep102	pep115	80.000	30	6	0	1	30	1	30	7.99e-14	50.1
pep102	pep99	85.714	21	3	0	1	21	1	21	1.21e-08	36.6
pep102	pep336	75.000	20	5	0	4	23	1	20	5.79e-06	30.0
pep102	pep584	60.000	25	8	1	4	26	3	27	2.49e-04	25.8
pep102	pep136	27.273	22	16	0	2	23	3	24	1.6	16.2
pep103	pep103	100.000	20	0	0	1	20	1	20	2.35e-11	43.1
pep103	pep290	33.333	15	10	0	2	16	1	15	0.91	15.8
pep104	pep104	100.000	14	0	0	1	14	1	14	1.49e-07	33.1
pep104	pep117	57.143	14	6	0	1	14	1	14	0.038	19.2
pep104	pep109	42.857	14	8	0	1	14	1	14	0.61	15.8
pep104	pep1362	41.667	12	7	0	3	14	4	15	0.92	15.4
pep104	pep1361	41.667	12	7	0	3	14	4	15	1.1	15.4
pep104	pep1363	41.667	12	7	0	3	14	4	15	2.2	15.0
pep104	pep1195	55.556	9	4	0	2	10	1	9	3.7	14.6
pep104	pep1115	80.000	5	1	0	3	7	9	13	4.1	14.6
pep105	pep105	100.000	14	0	0	1	14	1	14	3.60e-07	32.3
pep105	pep1280	41.667	12	7	0	2	13	4	15	1.3	15.4
pep106	pep106	100.000	18	0	0	1	18	1	18	7.53e-09	36.6
pep106	pep178	71.429	7	2	0	4	10	8	14	4.4	14.6
pep107	pep107	100.000	15	0	0	1	15	1	15	1.02e-07	33.5
pep107	pep1225	92.857	14	1	0	2	15	1	14	1.27e-06	31.2
pep107	pep1224	92.857	14	1	0	2	15	1	14	1.91e-06	30.4
pep107	pep1223	87.500	8	1	0	2	9	1	8	0.090	18.5
pep107	pep1038	62.500	8	3	0	6	13	11	18	1.6	15.4
pep108	pep108	100.000	17	0	0	1	17	1	17	6.93e-10	39.3
pep109	pep109	100.000	14	0	0	1	14	1	14	2.41e-06	30.0
pep109	pep104	42.857	14	8	0	1	14	1	14	0.61	15.8
pep109	pep460	46.154	13	7	0	1	13	6	18	2.4	15.0
pep110	pep110	100.000	6	0	0	1	6	1	6	2.1	14.6
pep111	pep112	100.000	8	0	0	1	8	1	8	0.030	19.2
pep111	pep111	100.000	8	0	0	1	8	1	8	0.037	18.9
pep111	pep1343	100.000	7	0	0	2	8	1	7	0.100	17.7
pep111	pep1342	100.000	7	0	0	2	8	1	7	0.12	17.3
pep112	pep112	100.000	10	0	0	1	10	1	10	8.30e-04	23.5
pep112	pep1343	100.000	9	0	0	2	10	1	9	0.003	21.9
pep112	pep1342	100.000	8	0	0	2	9	1	8	0.023	19.6
pep112	pep111	100.000	8	0	0	1	8	1	8	0.038	19.2
pep113	pep113	100.000	14	0	0	1	14	1	14	1.61e-06	30.4
pep113	pep114	85.714	14	2	0	1	14	1	14	2.07e-05	27.7
pep114	pep114	100.000	14	0	0	1	14	1	14	7.96e-07	31.2
pep114	pep113	85.714	14	2	0	1	14	1	14	2.07e-05	27.7
pep114	pep1085	61.538	13	5	0	2	14	2	14	0.15	17.7
pep114	pep1086	53.846	13	6	0	2	14	2	14	0.23	17.3
pep114	pep1088	53.846	13	6	0	2	14	2	14	0.39	16.5
pep114	pep219	66.667	6	2	0	4	9	5	10	5.1	14.2
pep115	pep115	100.000	30	0	0	1	30	1	30	1.53e-19	64.3
pep115	pep100	86.667	30	4	0	1	30	1	30	1.64e-16	56.6
pep115	pep102	80.000	30	6	0	1	30	1	30	7.99e-14	50.1
pep115	pep945	73.333	30	8	0	1	30	1	30	3.86e-12	45.8
pep115	pep336	100.000	20	0	0	4	23	1	20	7.15e-11	42.4
pep115	pep99	80.952	21	4	0	1	21	1	21	1.20e-08	36.6
pep115	pep584	51.852	27	12	1	1	26	1	27	0.001	24.3
pep115	pep1111	50.000	12	6	0	6	17	2	13	2.6	15.4
pep115	pep1038	44.444	9	5	0	11	19	14	22	9.5	14.6
pep116	pep116	100.000	15	0	0	1	15	1	15	1.34e-08	35.8
pep116	pep1457	71.429	14	4	0	2	15	1	14	1.39e-05	28.1
pep116	pep1456	76.923	13	3	0	2	14	1	13	2.59e-05	27.3
